0	32	0	0	0	0	0	100000	0.1	0.01	
0	33	0	0	0	0	0	300000	0.15	0.001	
0	34	0	0	0	0	0	500000	0.15	0.001	
0	35	0	0	0	0	0	1e+06	0.3	1e-06	
0	36	0	0	0	0	0	1e+06	0.3	1e-06	
0	37	0	0	0	0	0	100000	0.1	0.01	
0	38	0	0	0	0	0	300000	0.15	0.001	
0	39	0	0	0	0	0	500000	0.15	0.001	
0	40	0	0	0	0	0	1e+06	0.3	1e-06	
0	41	0	0	0	0	0	1e+06	0.3	1e-06	
0	42	0	0	0	0	0	100000	0.1	0.01	
0	43	0	0	0	0	0	300000	0.15	0.001	
0	44	0	0	0	0	0	500000	0.15	0.001	
0	45	0	0	0	0	0	1e+06	0.3	1e-06	
0	46	0	0	0	0	0	1e+06	0.3	1e-06	
0	47	0	0	0	0	0	100000	0.1	0.01	
0	48	0	0	0	0	0	300000	0.15	0.001	
0	49	0	0	0	0	0	500000	0.15	0.001	
0	50	0	0	0	0	0	1e+06	0.3	1e-06	
0	51	0	0	0	0	0	1e+06	0.3	1e-06	
0	52	0	0	0	0	0	100000	0.1	0.01	
0	53	0	0	0	0	0	300000	0.15	0.001	
0	54	0	0	0	0	0	500000	0.15	0.001	
0	55	0	0	0	0	0	1e+06	0.3	1e-06	
0	56	0	0	0	0	0	1e+06	0.3	1e-06	
0	57	0	0	0	0	0	100000	0.1	0.01	
0	58	0	0	0	0	0	300000	0.15	0.001	
0	59	0	0	0	0	0	500000	0.15	0.001	
0	60	0	0	0	0	0	1e+06	0.3	1e-06	
0	61	0	0	0	0	0	1e+06	0.3	1e-06	
0	62	0	0	0	0	0	100000	0.1	0.01	
0	63	0	0	0	0	0	300000	0.15	0.001	
0	64	0	0	0	0	0	500000	0.15	0.001	
0	65	0	0	0	0	0	1e+06	0.3	1e-06	
0	66	0	0	0	0	0	1e+06	0.3	1e-06	
0	67	0	0	0	0	0	100000	0.1	0.01	
0	68	0	0	0	0	0	300000	0.15	0.001	
0	69	0	0	0	0	0	500000	0.15	0.001	
0	70	0	0	0	0	0	1e+06	0.3	1e-06	
0	71	0	0	0	0	0	1e+06	0.3	1e-06	
1	32	0.696879	57568	0.012961	0	0	100000	0.1	0.01	
1	33	0.696879	172704	0.0117662	0	0	300000	0.15	0.001	
1	34	0.437064	238496	0.0426991	0	0	500000	0.15	0.001	
1	35	0.058081	246720	0.125712	0	0	1e+06	0.3	1e-06	
1	36	0.0345941	197376	0.14947	0	0	1e+06	0.3	1e-06	
1	37	0.00999762	8224	0.124091	0	0	100000	0.1	0.01	
1	38	0.170811	106912	0.124238	0	0	300000	0.15	0.001	
1	39	0.571922	263168	0.0375426	0	0	500000	0.15	0.001	
1	40	0.0156265	123360	0.152424	0	0	1e+06	0.3	1e-06	
1	41	0.593912	534560	0.0373497	0	0	1e+06	0.3	1e-06	
1	42	0.696879	57568	0.0091039	0	0	100000	0.1	0.01	
1	43	0.629701	164480	0.031097	0	0	300000	0.15	0.001	
1	44	0.696879	287840	0.00704157	0	0	500000	0.15	0.001	
1	45	0.0290349	180928	0.160719	0	0	1e+06	0.3	1e-06	
1	46	0.00999762	82240	0.210455	0	0	1e+06	0.3	1e-06	
1	47	0.696879	57568	0.00938961	0	0	100000	0.1	0.01	
1	48	0.629701	164480	0.0168379	0	0	300000	0.15	0.001	
1	49	0.0959293	148032	0.117172	0	0	500000	0.15	0.001	
1	50	0.571922	526336	0.0235341	0	0	1e+06	0.3	1e-06	
1	51	0.571922	526336	0.0277685	0	0	1e+06	0.3	1e-06	
1	52	0.00407014	0	0	0	0	100000	0.1	0.01	
1	53	0.696879	172704	0.00348052	0	0	300000	0.15	0.001	
1	54	0.696879	287840	0.00355585	0	0	500000	0.15	0.001	
1	55	0.65736	559232	0.0092607	0	0	1e+06	0.3	1e-06	
1	56	0.65736	559232	0.0143209	0	0	1e+06	0.3	1e-06	
1	57	0.696879	57568	0.0106753	0	0	100000	0.1	0.01	
1	58	0.00407014	0	0	0	0	300000	0.15	0.001	
1	59	0.23908	197376	0.106019	0	0	500000	0.15	0.001	
1	60	0.0489388	230272	0.13189	0	0	1e+06	0.3	1e-06	
1	61	0.0186678	139808	0.182706	0	0	1e+06	0.3	1e-06	
1	62	0.273527	41120	0.0227455	0	0	100000	0.1	0.01	
1	63	0.629701	164480	0.014347	0	0	300000	0.15	0.001	
1	64	0.696879	287840	0.008613	0	0	500000	0.15	0.001	
1	65	0.0533253	238496	0.13094	0	0	1e+06	0.3	1e-06	
1	66	0.122185	320736	0.0887576	0	0	1e+06	0.3	1e-06	
1	67	0.00999762	8224	0.103091	0	0	100000	0.1	0.01	
1	68	0.00741427	16448	0.193152	0	0	300000	0.15	0.001	
1	69	0.696879	287840	0.00512728	0	0	500000	0.15	0.001	
1	70	0.166582	353632	0.0870296	0	0	1e+06	0.3	1e-06	
1	71	0.65736	559232	0.00721659	0	0	1e+06	0.3	1e-06	
2	32	0.999227	115136	0.00896754	0	0	100000	0.1	0.01	
2	33	0.998956	337184	0.0174265	0	0	300000	0.15	0.001	
2	34	0.976508	419424	0.0700303	0	0	500000	0.15	0.001	
2	35	0.615531	542784	0.149464	0	0	1e+06	0.3	1e-06	
2	36	0.907199	707264	0.14945	0	0	1e+06	0.3	1e-06	
2	37	0.00407014	0	0	0	0	100000	0.1	0.01	
2	38	0.991444	279616	0.254148	0	0	300000	0.15	0.001	
2	39	0.996723	509888	0.059937	0	0	500000	0.15	0.001	
2	40	0.193236	370080	0.142727	0	0	1e+06	0.3	1e-06	
2	41	0.998891	1.11846e+06	0.0128035	0	0	1e+06	0.3	1e-06	
2	42	0.999227	115136	0.00803897	0	0	100000	0.1	0.01	
2	43	0.998956	337184	0.0321323	0	0	300000	0.15	0.001	
2	44	0.998891	559232	0.0066364	0	0	500000	0.15	0.001	
2	45	0.122185	320736	0.213681	0	0	1e+06	0.3	1e-06	
2	46	0.0411727	213824	0.286787	0	0	1e+06	0.3	1e-06	
2	47	0.999227	115136	0.00796754	0	0	100000	0.1	0.01	
2	48	0.998093	320736	0.0194911	0	0	300000	0.15	0.001	
2	49	0.733687	296064	0.245207	0	0	500000	0.15	0.001	
2	50	0.998671	1.10202e+06	0.0501832	0	0	1e+06	0.3	1e-06	
2	51	0.996414	1.01155e+06	0.0591057	0	0	1e+06	0.3	1e-06	
2	52	0.00407014	0	0	0	0	100000	0.1	0.01	
2	53	0.998589	328960	0.00993031	0	0	300000	0.15	0.001	
2	54	0.997264	518112	0.0211313	0	0	500000	0.15	0.001	
2	55	0.998671	1.10202e+06	0.0289553	0	0	1e+06	0.3	1e-06	
2	56	0.998891	1.11846e+06	0.00892517	0	0	1e+06	0.3	1e-06	
2	57	0.999227	115136	0.0106104	0	0	100000	0.1	0.01	
2	58	0.00407014	0	0	0	0	300000	0.15	0.001	
2	59	0.960248	394752	0.196813	0	0	500000	0.15	0.001	
2	60	0.549644	518112	0.155814	0	0	1e+06	0.3	1e-06	
2	61	0.122185	320736	0.236028	0	0	1e+06	0.3	1e-06	
2	62	0.850321	65792	0.0647273	0	0	100000	0.1	0.01	
2	63	0.999227	345408	0.0114437	0	0	300000	0.15	0.001	
2	64	0.998891	559232	0.00873934	0	0	500000	0.15	0.001	
